	compound	original_molecule	standardized_molecule	standardized_molecule_InchiKey	properties_log
86	CHEMBL4166777	COc1cc2c(NC3CCN(C)CC3)cc(-c3ccc(-c4ccccc4)o3)nc2cc1OCCCN1CCCC1	COc1cc2c(NC3CCN(C)CC3)cc(-c3ccc(-c4ccccc4)o3)nc2cc1OCCCN1CCCC1	RYMHIXZCYXVNES-UHFFFAOYSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
87	CHEMBL4174724	COc1cc2c(NC3CCN(C)CC3)cc(-c3ccccc3)nc2cc1OCCCN1CCCC1	COc1cc2c(NC3CCN(C)CC3)cc(-c3ccccc3)nc2cc1OCCCN1CCCC1	HUZMGEQBIBBTAM-UHFFFAOYSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
88	CHEMBL4174677	COc1cc2c(NC3CCN(C)CC3)cc(-c3cc4ccccc4o3)nc2cc1OCCCN1CCCC1	COc1cc2c(NC3CCN(C)CC3)cc(-c3cc4ccccc4o3)nc2cc1OCCCN1CCCC1	GYWSZPPSPBAWHB-UHFFFAOYSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
89	CHEMBL4212375	CNC(=O)CCNc1cc(-c2ccc(C)o2)nc2cc(OCCCN3CCCC3)c(OC)cc12	CNC(=O)CCNc1cc(-c2ccc(C)o2)nc2cc(OCCCN3CCCC3)c(OC)cc12	BAJGTIKDJKXLMX-UHFFFAOYSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
90	CHEMBL557902	Nc1ncnc2c1ncn2[C@@H]1O[C@H](CS[C@@H]2CN[C@H](C(=O)O)C2)[C@@H](O)[C@H]1O	Nc1ncnc2c1ncn2[C@@H]1O[C@H](CS[C@@H]2CN[C@H](C(=O)O)C2)[C@@H](O)[C@H]1O	MEKRNVYIIASAEQ-YECHIGJVSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
91	CHEMBL1373655	CC1=NN(c2cccc(C(=O)O)c2)C(=O)/C1=C\C=C\c1ccco1	CC1=NN(c2cccc(C(=O)O)c2)C(=O)/C1=C\C=C\c1ccco1	ZGIGSXLLYRZRLX-NCEJDAPFSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
92	CHEMBL1789994	CC[N+](C)(CC)CCCCOc1ccc2c(c1)C(=O)c1cc(OCCCC[N+](C)(CC)CC)ccc1-2.[I-].[I-]	CC[N+](C)(CC)CCCCOc1ccc2c(c1)C(=O)c1cc(OCCCC[N+](C)(CC)CC)ccc1-2	XXFYBCRYOMKRSF-UHFFFAOYSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
93	CHEMBL4167876	COc1cc2c(NC3CCN(C)CC3)cc(-c3ccc(CN(C)C)o3)nc2cc1OCCCN1CCCC1	COc1cc2c(NC3CCN(C)CC3)cc(-c3ccc(CN(C)C)o3)nc2cc1OCCCN1CCCC1	AGMBZYXMUUZYQG-UHFFFAOYSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
94	CHEMBL4162957	COc1cc2c(NC3CCN(C)CC3)cc(-c3cc[nH]c(=O)c3)nc2cc1OCCCN1CCCC1	COc1cc2c(NC3CCN(C)CC3)cc(-c3cc[nH]c(=O)c3)nc2cc1OCCCN1CCCC1	ZLBLKGAAVYRTLZ-UHFFFAOYSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
95	CHEMBL1321933	O=C(Nc1ccc(Cl)c(Cl)c1)Nc1nnc(-c2ccncc2)s1	O=C(Nc1ccc(Cl)c(Cl)c1)Nc1nnc(-c2ccncc2)s1	VENGYPNOQYXRLX-UHFFFAOYSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
96	CHEMBL1231795	COc1cc2c(NC3CCN(C(C)C)CC3)nc(C3CCCCC3)nc2cc1OCCCN1CCCC1	COc1cc2c(NC3CCN(C(C)C)CC3)nc(C3CCCCC3)nc2cc1OCCCN1CCCC1	QOECJCJVIMVJGX-UHFFFAOYSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
98	CHEMBL4217087	COc1cc2c(N(C)C3CCN(C)CC3)cc(-c3ccc(C)o3)nc2cc1OCCCN1CCCC1	COc1cc2c(N(C)C3CCN(C)CC3)cc(-c3ccc(C)o3)nc2cc1OCCCN1CCCC1	JHXDJXMQZRAMSL-UHFFFAOYSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
99	CHEMBL1704614	O=C1C(=O)c2c(ccc3ccccc23)-c2ccccc21	O=C1C(=O)c2c(ccc3ccccc23)-c2ccccc21	HZGMNNQOPOLCIG-UHFFFAOYSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
100	CHEMBL4166410	COc1cc2c(NC3CCN(C)CC3)cc(C3CCC(C)O3)nc2cc1OCCCN1CCCC1	COc1cc2c(NC3CCN(C)CC3)cc(C3CCC(C)O3)nc2cc1OCCCN1CCCC1	BZJGYMRAKCPWJV-UHFFFAOYSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
101	CHEMBL4164497	COc1cc2c(NC3CCN(C)CC3)cc(-c3cccnc3)nc2cc1OCCCN1CCCC1	COc1cc2c(NC3CCN(C)CC3)cc(-c3cccnc3)nc2cc1OCCCN1CCCC1	XOIJFJVDGFIARD-UHFFFAOYSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
103	CHEMBL1464280	C=C(C)C(=O)Nc1cccc(C2=NOC3(C2)C[C@@H](C(N)=O)N(C(=O)C2(C)CC2)C3)c1	C=C(C)C(=O)Nc1cccc(C2=NOC3(C2)C[C@@H](C(N)=O)N(C(=O)C2(C)CC2)C3)c1	BHFOUJPUZNXZMH-LBOXEOMUSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
104	CHEMBL552309	Nc1ncnc2c1ccn2[C@@H]1O[C@H](CSCC[C@H](N)C(=O)O)[C@@H](O)[C@H]1O	Nc1ncnc2c1ccn2[C@@H]1O[C@H](CSCC[C@H](N)C(=O)O)[C@@H](O)[C@H]1O	VIRPSVXGKGPXDV-NDXSAKOMSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
105	CHEMBL318782	O=C1C(Cl)=C(Cl)C(=O)c2ccccc21	O=C1C(Cl)=C(Cl)C(=O)c2ccccc21	SVPKNMBRVBMTLB-UHFFFAOYSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
106	CHEMBL1403497	O=C1CC(=O)N(Cc2ccco2)C(=O)N1	O=C1CC(=O)N(Cc2ccco2)C(=O)N1	WNSAVOLNDMMVNP-UHFFFAOYSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
107	CHEMBL4164446	COc1cc2c(NC3CCN(C)CC3)cc(-c3ccc(C#N)o3)nc2cc1OCCCN1CCCC1	COc1cc2c(NC3CCN(C)CC3)cc(-c3ccc(C#N)o3)nc2cc1OCCCN1CCCC1	SLANLQDQDGKRRA-UHFFFAOYSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
108	CHEMBL4216799	COc1cc2c(NC3CCCC3)cc(-c3ccc(C)o3)nc2cc1OCCCN1CCCC1	COc1cc2c(NC3CCCC3)cc(-c3ccc(C)o3)nc2cc1OCCCN1CCCC1	HPYMXQNKDXRLNZ-UHFFFAOYSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
109	CHEMBL4206071	COc1cc2c(OC3CCN(C)CC3)cc(-c3ccc(C)o3)nc2cc1OCCCN1CCCC1	COc1cc2c(OC3CCN(C)CC3)cc(-c3ccc(C)o3)nc2cc1OCCCN1CCCC1	YCBBMSBUNFXKDJ-UHFFFAOYSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
110	CHEMBL1890961	O=C1C=C(N2CC2)c2ccccc2C1=O	O=C1C=C(N2CC2)c2ccccc2C1=O	KWBYKWLHLZKMKF-UHFFFAOYSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
112	CHEMBL1579066	Oc1cccc2cc3cccc(O)c3c(O)c12	Oc1cccc2cc3cccc(O)c3c(O)c12	YUTJCNNFTOIOGT-UHFFFAOYSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
113	CHEMBL1360585	C=C(C)C(=O)Nc1cccc(C2=NOC3(C2)C[C@@H](C(N)=O)N(C(=O)/C(C)=C/C)C3)c1	C=C(C)C(=O)Nc1cccc(C2=NOC3(C2)C[C@@H](C(N)=O)N(C(=O)/C(C)=C/C)C3)c1	OZAAGRUXJFRJMM-HSJPTMTJSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
117	CHEMBL1360321	CN1C(=O)NC(=O)/C(=C\c2ccc([N+](=O)[O-])o2)C1=O	CN1C(=O)NC(=O)/C(=C\c2ccc([N+](=O)[O-])o2)C1=O	JDXMQMFUMIPHFW-GQCTYLIASA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
118	CHEMBL4214834	Cc1ccc(-c2cc(NC3CCN(C)CC3)c3cc(OC(F)(F)F)c(OCCCN4CCCC4)cc3n2)o1	Cc1ccc(-c2cc(NC3CCN(C)CC3)c3cc(OC(F)(F)F)c(OCCCN4CCCC4)cc3n2)o1	OXVCJMDEBARHAO-UHFFFAOYSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
119	CHEMBL3126652	Cc1cc(Nc2ccc(NC(=O)c3ccc(Nc4cc(C)nc(N)n4)cc3)cc2)nc(N)n1	Cc1cc(Nc2ccc(NC(=O)c3ccc(Nc4cc(C)nc(N)n4)cc3)cc2)nc(N)n1	HQIGTSYWJONWMK-UHFFFAOYSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
120	CHEMBL4170228	COc1cc2c(NC3CCN(C)CC3)nc(-c3ccc(C)o3)nc2cc1OCCCN1CCCC1	COc1cc2c(NC3CCN(C)CC3)nc(-c3ccc(C)o3)nc2cc1OCCCN1CCCC1	RXSBTQSILAFLLE-UHFFFAOYSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
121	CHEMBL4171275	COc1cc(NC2CCN(C)CC2)c2cc(OC)c(OCCCN3CCCC3)cc2n1	COc1cc(NC2CCN(C)CC2)c2cc(OC)c(OCCCN3CCCC3)cc2n1	FJBOTWLVNUWQIU-UHFFFAOYSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
122	CHEMBL1981446	O=C(N/N=C/c1cn(Cc2cccc(F)c2)c2ccccc12)c1cc(O)cc(O)c1	O=C(N/N=C/c1cn(Cc2cccc(F)c2)c2ccccc12)c1cc(O)cc(O)c1	WVVKNKDBZMZCCR-BRJLIKDPSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
123	CHEMBL559283	O=C(O)[C@@H]1C[C@H](SC[C@H]2O[C@@H](n3cnc4c(NCCc5ccc(-c6ccccc6)cc5)nc(Cl)nc43)[C@H](O)[C@@H]2O)CN1	O=C(O)[C@@H]1C[C@H](SC[C@H]2O[C@@H](n3cnc4c(NCCc5ccc(-c6ccccc6)cc5)nc(Cl)nc43)[C@H](O)[C@@H]2O)CN1	JUNARBZTVSAGMF-ODXIBGGOSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
124	CHEMBL538692	Nc1nc(F)nc2c1ncn2[C@@H]1O[C@H](CSCCC(N)C(=O)O)[C@@H](O)[C@H]1O	Nc1nc(F)nc2c1ncn2[C@@H]1O[C@H](CSCCC(N)C(=O)O)[C@@H](O)[C@H]1O	QELQPHOLOJTLJX-NRJACJQQSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
125	CHEMBL1566994	COc1cc(NS(=O)(=O)c2ccc(NC(=S)NC(=O)/C=C/c3ccco3)cc2)ncn1	COc1cc(NS(=O)(=O)c2ccc(NC(=S)NC(=O)/C=C/c3ccco3)cc2)ncn1	PPYMPELJQZQIBQ-RMKNXTFCSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
126	CHEMBL1603637	COc1ccc(/C=C2/C(=O)N(c3nc4ccccc4s3)N=C2CSc2ccc(Cl)cc2)cc1	COc1ccc(/C=C2/C(=O)N(c3nc4ccccc4s3)N=C2CSc2ccc(Cl)cc2)cc1	ZEYXCCSWBFPEMV-XSFVSMFZSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
127	CHEMBL564768	Nc1nc(Cl)nc2c1ncn2[C@@H]1O[C@H](CSCCC(N)C(=O)O)[C@@H](O)[C@H]1O	Nc1nc(Cl)nc2c1ncn2[C@@H]1O[C@H](CSCCC(N)C(=O)O)[C@@H](O)[C@H]1O	HGUVDAILKKOLIO-NRJACJQQSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
128	CHEMBL1539325	CC1(C)CCCN(C(=O)c2coc(=O)c(Br)c2)C1	CC1(C)CCCN(C(=O)c2coc(=O)c(Br)c2)C1	YQLYKVRHTNDWJG-UHFFFAOYSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
129	CHEMBL4454542	COc1cc2c(cc1OCCCN1CCCC1)N=C(C1CCCCC1)CN=C2NC1CCN(C(C)C)CC1	COc1cc2c(cc1OCCCN1CCCC1)N=C(C1CCCCC1)CN=C2NC1CCN(C(C)C)CC1	CEYUGMZUIYBLTQ-UHFFFAOYSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
130	CHEMBL1464200	Nc1cc(S(=O)(=O)O)cc([N+](=O)[O-])c1O	Nc1cc(S(=O)(=O)O)cc([N+](=O)[O-])c1O	RHPXYZMDLOJTFF-UHFFFAOYSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
131	CHEMBL1301673	C=C(C)C(=O)Nc1cccc(C2=NOC3(C2)C[C@@H](C(N)=O)N(C(=O)/C=C/C=C/C)C3)c1	C=C(C)C(=O)Nc1cccc(C2=NOC3(C2)C[C@@H](C(N)=O)N(C(=O)/C=C/C=C/C)C3)c1	SBWWSKSGOLBHLX-AFMQZQPLSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
132	CHEMBL1511981	CSc1ccc(C=NNc2ccc(S(=O)(=O)Nc3ccccc3C(=O)O)cc2[N+](=O)[O-])cc1	CSc1ccc(C=NNc2ccc(S(=O)(=O)Nc3ccccc3C(=O)O)cc2[N+](=O)[O-])cc1	MYWXTSYJNKOSOK-UHFFFAOYSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
133	CHEMBL1543134	O=C(CNC(=O)/C=C/c1ccco1)N=Nc1c(O)[nH]c2ccccc12	O=C(CNC(=O)/C=C/c1ccco1)N=Nc1c(O)[nH]c2ccccc12	GGPCJJVFMPFICZ-KQTYFLINSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
134	CHEMBL1995706	COc1ccc(Br)cc1/C=N/Nc1ccc(S(=O)(=O)Nc2ccccc2C(=O)O)cc1[N+](=O)[O-]	COc1ccc(Br)cc1/C=N/Nc1ccc(S(=O)(=O)Nc2ccccc2C(=O)O)cc1[N+](=O)[O-]	MHOUGAWLXXEEIN-FSJBWODESA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
135	CHEMBL1469245	COC(=O)c1c(NC(=O)COC(=O)c2ccc(NC(=O)CC#N)cc2)sc2c1CCCCC2	COC(=O)c1c(NC(=O)COC(=O)c2ccc(NC(=O)CC#N)cc2)sc2c1CCCCC2	QOKXCAGORAZEFG-UHFFFAOYSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
136	CHEMBL1361920	Cc1cc(/C=C2\C(=O)NC(=O)N(Cc3ccccc3)C2=O)c(C)n1-c1ccc(Cl)c(C(=O)O)c1	Cc1cc(/C=C2\C(=O)NC(=O)N(Cc3ccccc3)C2=O)c(C)n1-c1ccc(Cl)c(C(=O)O)c1	SFRAROVBRVKZJH-RGVLZGJSSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
137	CHEMBL1421172	CCCCN1C(=O)/C(=C/C=C/c2ccco2)C(=O)NC1=S	CCCCN1C(=O)/C(=C/C=C/c2ccco2)C(=O)NC1=S	SULBKQYHOFOKGZ-RZYXTZOYSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
138	CHEMBL1729254	COc1cc(CCc2ccccc2)c(C(=O)O)c(O)c1C/C=C(/C)CCC=C(C)C	COc1cc(CCc2ccccc2)c(C(=O)O)c(O)c1C/C=C(/C)CCC=C(C)C	DKNIJLWIVUCTHW-UYRXBGFRSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
139	CHEMBL1408747	O=C(O)c1ccc(-n2cccc2/C=C2/SC(=O)N(CC(=O)N3CCCC3)C2=O)cc1	O=C(O)c1ccc(-n2cccc2/C=C2/SC(=O)N(CC(=O)N3CCCC3)C2=O)cc1	ILEBZRJHCWQZIX-SFQUDFHCSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
140	CHEMBL1423709	Cn1cccc1/C=C1/C(=O)NC(=S)N(Cc2ccc(F)cc2)C1=O	Cn1cccc1/C=C1/C(=O)NC(=S)N(Cc2ccc(F)cc2)C1=O	LBIKHEQYPNHVFY-ZROIWOOFSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
142	CHEMBL1533230	CC(C)(CS(=O)(=O)[O-])NC(=O)CC[N+](C)(C)CCO	CC(C)(CS(=O)(=O)[O-])NC(=O)CC[N+](C)(C)CCO	LUUUARBSUWGBDK-UHFFFAOYSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
143	CHEMBL1373095	O=C(Nc1cccc(S(=O)(=O)NC2=NCCC2)c1)c1cc(-c2ccco2)nc2ccccc12	O=C(Nc1cccc(S(=O)(=O)NC2=NCCC2)c1)c1cc(-c2ccco2)nc2ccccc12	AZQHKULVKXKJLP-UHFFFAOYSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
144	CHEMBL1358848	O=C(c1ccc(=O)oc1)N1CCOCC1	O=C(c1ccc(=O)oc1)N1CCOCC1	YNKJZULRDBGWPX-UHFFFAOYSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
145	CHEMBL555257	O=C(O)[C@@H]1C[C@H](SC[C@H]2O[C@@H](n3cnc4c(NCCc5ccc(-c6ccccc6)cc5)ncnc43)[C@H](O)[C@@H]2O)CN1	O=C(O)[C@@H]1C[C@H](SC[C@H]2O[C@@H](n3cnc4c(NCCc5ccc(-c6ccccc6)cc5)ncnc43)[C@H](O)[C@@H]2O)CN1	IEFYFVPAOMYINX-OGFANMSHSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
146	CHEMBL1510676	Cc1ccc(C2C(/C=C3/SC(=S)NC3=O)=C(c3cccs3)Oc3ccccc32)cc1	Cc1ccc(C2C(/C=C3/SC(=S)NC3=O)=C(c3cccs3)Oc3ccccc32)cc1	XRSJPTLZINOZRY-DEDYPNTBSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
147	CHEMBL1501577	COC(=O)c1ccccc1NC(=O)CCS(=O)(=O)c1ccc(Br)cc1	COC(=O)c1ccccc1NC(=O)CCS(=O)(=O)c1ccc(Br)cc1	NUBQOILMKZCPGN-UHFFFAOYSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
148	CHEMBL1315784	O=S(=O)(c1cc(O)ccc1O)c1cccc2c(S(=O)(=O)c3cc(O)ccc3O)cccc12	O=S(=O)(c1cc(O)ccc1O)c1cccc2c(S(=O)(=O)c3cc(O)ccc3O)cccc12	QQILNJKVNOAUNH-UHFFFAOYSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
149	CHEMBL1561729	O=C(O)c1ccc(-n2cccc2/C=C2/NC(=O)N(c3ccccc3)C2=O)cc1	O=C(O)c1ccc(-n2cccc2/C=C2/NC(=O)N(c3ccccc3)C2=O)cc1	SSHMKHPXXGTLGA-QGOAFFKASA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
150	CHEMBL1444349	O=C1NC(=S)N/C1=C/c1cc2c(cc1[N+](=O)[O-])OCO2	O=C1NC(=S)N/C1=C/c1cc2c(cc1[N+](=O)[O-])OCO2	JGDJMOXCCPDWPN-LZCJLJQNSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
151	CHEMBL1981657	N/C(=N\N=C/c1ccc(-c2ccc(O)c(C(=O)O)c2)o1)N[N+](=O)[O-]	N/C(=N\N=C/c1ccc(-c2ccc(O)c(C(=O)O)c2)o1)N[N+](=O)[O-]	BZTOOBISHURJRM-UUASQNMZSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
154	CHEMBL551578	COC(=O)[C@@H]1C[C@H](SC[C@H]2O[C@@H](n3cnc4c(N)ncnc43)[C@H](O)[C@@H]2O)CN1	COC(=O)[C@@H]1C[C@H](SC[C@H]2O[C@@H](n3cnc4c(N)ncnc43)[C@H](O)[C@@H]2O)CN1	NFQHKFQQWMVPOZ-TVDBPQCTSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
155	CHEMBL3414630	CCN(CC)CCNC(=O)c1ccc(NCCCCCCCCCCCCN2C(=O)c3ccccc3C2=O)cc1	CCN(CC)CCNC(=O)c1ccc(NCCCCCCCCCCCCN2C(=O)c3ccccc3C2=O)cc1	PWZDNWLBUVGUCZ-UHFFFAOYSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
156	CHEMBL1429479	Cc1ccc(N2C(=O)NC(=O)/C(=C/c3ccoc3)C2=O)cc1	Cc1ccc(N2C(=O)NC(=O)/C(=C/c3ccoc3)C2=O)cc1	SBMGYJWFXRUVER-JYRVWZFOSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
157	CHEMBL3126645	Cc1cc(Nc2ccc(NC(=O)c3cccc(Nc4ccnc5ccccc45)c3)cc2)nc(N)n1	Cc1cc(Nc2ccc(NC(=O)c3cccc(Nc4ccnc5ccccc45)c3)cc2)nc(N)n1	LYBFHWMXJBZNBI-UHFFFAOYSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
158	CHEMBL1303651	O=C(O)C(c1ccccc1)N1C(=O)/C(=C\c2ccc(-c3ccc(Br)cc3)o2)SC1=S	O=C(O)C(c1ccccc1)N1C(=O)/C(=C\c2ccc(-c3ccc(Br)cc3)o2)SC1=S	UEBMDVYCTCYUQY-LDADJPATSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
159	CHEMBL1445488	CCOC(=O)c1sc2nc3c(SCC(=O)O)cc(C(=O)c4ccccc4O)cn3c(=O)c2c1C	CCOC(=O)c1sc2nc3c(SCC(=O)O)cc(C(=O)c4ccccc4O)cn3c(=O)c2c1C	WRFNFMUNJVHPGT-UHFFFAOYSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
160	CHEMBL1482590	C=C(C)C(=O)Nc1cccc(C2=NOC3(C2)C[C@H](C(N)=O)N(C(=O)CC)C3)c1	C=C(C)C(=O)Nc1cccc(C2=NOC3(C2)C[C@H](C(N)=O)N(C(=O)CC)C3)c1	YTDDFCANVWCPRB-QRIPLOBPSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
161	CHEMBL1485960	CCOc1cccc(N2C(=O)/C(=C/c3ccco3)C(=O)NC2=S)c1	CCOc1cccc(N2C(=O)/C(=C/c3ccco3)C(=O)NC2=S)c1	MLDNPPVULZTXCG-GXDHUFHOSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
162	CHEMBL1558192	O=C(O)C(c1ccccc1)N1C(=O)/C(=C\c2ccc(-c3ccccc3Cl)o2)SC1=S	O=C(O)C(c1ccccc1)N1C(=O)/C(=C\c2ccc(-c3ccccc3Cl)o2)SC1=S	WZGLGUGTQWIPDE-LDADJPATSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
163	CHEMBL1972915	Cc1nn(-c2ccccc2)c(Cl)c1/C=N/Nc1ccc(S(=O)(=O)Nc2ccccc2C(=O)O)cc1[N+](=O)[O-]	Cc1nn(-c2ccccc2)c(Cl)c1/C=N/Nc1ccc(S(=O)(=O)Nc2ccccc2C(=O)O)cc1[N+](=O)[O-]	HCCQCKXHCWBSHF-VULFUBBASA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
164	CHEMBL2007178	O=C(O)c1ccc(-n2cccc2/C=N\NC(=O)c2cc3cc(Br)ccc3o2)cc1	O=C(O)c1ccc(-n2cccc2/C=N\NC(=O)c2cc3cc(Br)ccc3o2)cc1	SIFPICQLVICEFD-FMCGGJTJSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
165	CHEMBL1456035	O=C(O)C1Nc2c(Cl)cc(Cl)c(Cl)c2C2C=CCC12	O=C(O)C1Nc2c(Cl)cc(Cl)c(Cl)c2C2C=CCC12	QPPYVZSFUYPJIJ-UHFFFAOYSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
166	CHEMBL1412087	CCOc1cc(/C=C2\C(=O)N(c3nc(-c4ccc(Br)cc4)cs3)N=C2c2ccccc2)ccc1O	CCOc1cc(/C=C2\C(=O)N(c3nc(-c4ccc(Br)cc4)cs3)N=C2c2ccccc2)ccc1O	SYGHMWMQMAZMDJ-STZFKDTASA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
167	CHEMBL4167925	COc1cc2c(NC3CCN(C)CC3)cc(C3CCOCC3)nc2cc1OCCCN1CCCC1	COc1cc2c(NC3CCN(C)CC3)cc(C3CCOCC3)nc2cc1OCCCN1CCCC1	GHVAAKNVBHGPAS-UHFFFAOYSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
168	CHEMBL1433062	COc1ccc(OC)c(N2C(=O)[C@H]3ON=C(c4ccccc4Cl)[C@H]3C2=O)c1	COc1ccc(OC)c(N2C(=O)[C@H]3ON=C(c4ccccc4Cl)[C@H]3C2=O)c1	AVMJNCJSYBFURN-WBVHZDCISA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
169	CHEMBL1397359	COc1ccc(C(=O)OCC(=O)Nc2ncc([N+](=O)[O-])s2)cc1OC	COc1ccc(C(=O)OCC(=O)Nc2ncc([N+](=O)[O-])s2)cc1OC	HKARVQVXSGHYQS-UHFFFAOYSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
170	CHEMBL551167	COC(=O)[C@@H]1C[C@H](SC[C@H]2O[C@@H](n3cnc4c(N)ncnc43)[C@H](O)[C@@H]2O)CN1C	COC(=O)[C@@H]1C[C@H](SC[C@H]2O[C@@H](n3cnc4c(N)ncnc43)[C@H](O)[C@@H]2O)CN1C	DWZBDSLQUMLXKH-WHUDRKENSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
171	CHEMBL2005181	Cc1cc(C)c2nc3sc(=Cc4ccc(-c5ccccc5C(=O)O)o4)c(=O)n3c2c1	Cc1cc(C)c2nc3sc(=Cc4ccc(-c5ccccc5C(=O)O)o4)c(=O)n3c2c1	JFRYLPFKWKOMBZ-UHFFFAOYSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
172	CHEMBL1439640	COc1ccc(Cc2nnc(NC(=O)Cc3cccs3)s2)cc1	COc1ccc(Cc2nnc(NC(=O)Cc3cccs3)s2)cc1	LRYSABRRNBKPQA-UHFFFAOYSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
173	CHEMBL1377441	O=C(O)c1ccc(-c2ccc(/C=C3\NC(=O)N(Cc4ccc(Cl)cc4)C3=O)o2)cc1Cl	O=C(O)c1ccc(-c2ccc(/C=C3\NC(=O)N(Cc4ccc(Cl)cc4)C3=O)o2)cc1Cl	GMCNHWKFYISKAZ-ZDLGFXPLSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
174	CHEMBL1967046	c1coc(-c2ccc3nncn3c2)c1	c1coc(-c2ccc3nncn3c2)c1	NRFAFIWUINYRTD-UHFFFAOYSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
175	CHEMBL1430983	COc1cc(/C=C2\SC(=O)N(Cc3ccc(Cl)cc3)C2=O)cc([N+](=O)[O-])c1O	COc1cc(/C=C2\SC(=O)N(Cc3ccc(Cl)cc3)C2=O)cc([N+](=O)[O-])c1O	UPVSSGFVFPRGOP-NVNXTCNLSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
