"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties"
"CHEMBL557902";"";"0";"396.43";"1";"-1.42";"1a";"Nc1ncnc2c1ncn2[C@@H]1O[C@H](CS[C@@H]2CN[C@H](C(=O)O)C2)[C@@H](O)[C@H]1O";"IC50";"'='";"300.0";"nM";"6.52";"";"";"UO_0000065";"16.45";"0.33";"7.94";"3.87";"False";"CHEMBL1036445";"Inhibition of human recombinant DNMT3b2";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL6095";"DNA (cytosine-5)-methyltransferase 3B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1151876";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2009";"None";""
"CHEMBL550440";"";"0";"410.46";"1";"-1.03";"8a";"Nc1ncnc2c1ncn2[C@@H]1O[C@H](CS[C@H]2CCN[C@H](C(=O)O)C2)[C@@H](O)[C@H]1O";"IC50";"'='";"1500.0";"nM";"5.82";"";"";"UO_0000065";"14.19";"0.28";"6.85";"3.45";"False";"CHEMBL1036445";"Inhibition of human recombinant DNMT3b2";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL6095";"DNA (cytosine-5)-methyltransferase 3B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1151876";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2009";"None";""
"CHEMBL562689";"";"0";"366.45";"0";"-0.49";"10b";"Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSC[C@H]2CCCN2)[C@@H](O)[C@H]1O";"IC50";"'='";"21000.0";"nM";"4.68";"";"";"UO_0000065";"12.77";"0.26";"5.17";"3.56";"False";"CHEMBL1036445";"Inhibition of human recombinant DNMT3b2";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL6095";"DNA (cytosine-5)-methyltransferase 3B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1151876";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2009";"None";""
"CHEMBL538693";"";"0";"340.41";"0";"-0.89";"13";"NCCCSC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O";"IC50";"'='";"17000.0";"nM";"4.77";"";"";"UO_0000065";"14.01";"0.28";"5.66";"3.28";"False";"CHEMBL1036445";"Inhibition of human recombinant DNMT3b2";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL6095";"DNA (cytosine-5)-methyltransferase 3B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1151876";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2009";"None";""
"CHEMBL418052";"S-ADENOSYLHOMOCYSTEINE";"0";"384.42";"1";"-1.44";"(+/-)-1, SAH";"Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCC[C@H](N)C(=O)O)[C@@H](O)[C@H]1O";"IC50";"'='";"300.0";"nM";"6.52";"";"";"UO_0000065";"16.97";"0.34";"7.96";"3.57";"False";"CHEMBL1036409";"Inhibition of human recombinant DNMT3b2 expressed in baculovirus infected high five insect cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL6095";"DNA (cytosine-5)-methyltransferase 3B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1151871";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2009";"None";""
"CHEMBL597113";"";"0";"409.19";"0";"2.61";"NSC-106084";"O=C(O)COc1ccc(C(=O)c2cc(Br)ccc2OCC(=O)O)cc1";"IC50";"";"";"";"";"";"Not Active";"";"";"";"";"";"False";"CHEMBL1072867";"Inhibition of human recombinant DNMT3B expressed in baculovirus-insect cell system by scintillation counting";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL6095";"DNA (cytosine-5)-methyltransferase 3B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1157722";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2010";"None";""
"CHEMBL563782";"";"0";"366.45";"0";"-0.49";"10a";"Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSC[C@@H]2CCCN2)[C@@H](O)[C@H]1O";"IC50";"'='";"100000.0";"nM";"4.00";"";"";"UO_0000065";"10.92";"0.22";"4.49";"3.05";"False";"CHEMBL1036445";"Inhibition of human recombinant DNMT3b2";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL6095";"DNA (cytosine-5)-methyltransferase 3B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1151876";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2009";"None";""
"CHEMBL559283";"";"0";"611.12";"2";"2.97";"7b";"O=C(O)[C@@H]1C[C@H](SC[C@H]2O[C@@H](n3cnc4c(NCCc5ccc(-c6ccccc6)cc5)nc(Cl)nc43)[C@H](O)[C@@H]2O)CN1";"IC50";"'='";"920.0";"nM";"6.04";"";"";"UO_0000065";"9.88";"0.20";"3.07";"3.90";"False";"CHEMBL1036445";"Inhibition of human recombinant DNMT3b2";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL6095";"DNA (cytosine-5)-methyltransferase 3B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1151876";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2009";"None";""
"CHEMBL563570";"";"0";"369.40";"0";"-1.02";"2";"N[C@@H](CCSC[C@H]1O[C@@H](n2cnc3cncnc32)[C@H](O)[C@@H]1O)C(=O)O";"IC50";"'='";"28000.0";"nM";"4.55";"";"";"UO_0000065";"12.32";"0.25";"5.57";"2.91";"False";"CHEMBL1036409";"Inhibition of human recombinant DNMT3b2 expressed in baculovirus infected high five insect cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL6095";"DNA (cytosine-5)-methyltransferase 3B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1151871";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2009";"None";""
"CHEMBL559715";"";"0";"385.40";"0";"-1.73";"3";"N[C@@H](CCSC[C@H]1O[C@@H](n2cnc3c(=O)[nH]cnc32)[C@H](O)[C@@H]1O)C(=O)O";"IC50";"'>'";"1000000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"False";"CHEMBL1036409";"Inhibition of human recombinant DNMT3b2 expressed in baculovirus infected high five insect cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL6095";"DNA (cytosine-5)-methyltransferase 3B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1151871";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2009";"None";""
"CHEMBL552246";"";"0";"385.41";"1";"-2.04";"6";"Nc1ncnc2c1nnn2[C@@H]1O[C@H](CSCCC(N)C(=O)O)[C@@H](O)[C@H]1O";"IC50";"'='";"3000.0";"nM";"5.52";"";"";"UO_0000065";"14.33";"0.29";"7.56";"2.82";"False";"CHEMBL1036409";"Inhibition of human recombinant DNMT3b2 expressed in baculovirus infected high five insect cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL6095";"DNA (cytosine-5)-methyltransferase 3B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1151871";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2009";"None";""
"CHEMBL538692";"";"0";"402.41";"1";"-1.30";"18";"Nc1nc(F)nc2c1ncn2[C@@H]1O[C@H](CSCCC(N)C(=O)O)[C@@H](O)[C@H]1O";"IC50";"'='";"6800.0";"nM";"5.17";"";"";"UO_0000065";"12.84";"0.26";"6.47";"2.83";"False";"CHEMBL1036409";"Inhibition of human recombinant DNMT3b2 expressed in baculovirus infected high five insect cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL6095";"DNA (cytosine-5)-methyltransferase 3B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1151871";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2009";"None";""
"CHEMBL558882";"";"0";"510.31";"2";"-0.83";"20";"Nc1nc(I)nc2c1ncn2[C@@H]1O[C@H](CSCCC(N)C(=O)O)[C@@H](O)[C@H]1O";"IC50";"'='";"256000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"False";"CHEMBL1036409";"Inhibition of human recombinant DNMT3b2 expressed in baculovirus infected high five insect cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL6095";"DNA (cytosine-5)-methyltransferase 3B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1151871";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2009";"None";""
"CHEMBL560045";"";"0";"398.45";"1";"-1.13";"22";"Cc1nc(N)c2ncn([C@@H]3O[C@H](CSCCC(N)C(=O)O)[C@@H](O)[C@H]3O)c2n1";"IC50";"'='";"1000.0";"nM";"6.00";"";"";"UO_0000065";"15.06";"0.30";"7.13";"3.29";"False";"CHEMBL1036409";"Inhibition of human recombinant DNMT3b2 expressed in baculovirus infected high five insect cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL6095";"DNA (cytosine-5)-methyltransferase 3B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1151871";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2009";"None";""
"CHEMBL549412";"";"0";"460.52";"1";"0.72";"28";"NC(CCSC[C@H]1O[C@@H](n2cnc3c(Nc4ccccc4)ncnc32)[C@H](O)[C@@H]1O)C(=O)O";"IC50";"'='";"2000.0";"nM";"5.70";"";"";"UO_0000065";"12.38";"0.24";"4.98";"3.38";"False";"CHEMBL1036409";"Inhibition of human recombinant DNMT3b2 expressed in baculovirus infected high five insect cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL6095";"DNA (cytosine-5)-methyltransferase 3B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1151871";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2009";"None";""
"CHEMBL556265";"";"0";"474.54";"1";"0.59";"29";"NC(CCSC[C@H]1O[C@@H](n2cnc3c(NCc4ccccc4)ncnc32)[C@H](O)[C@@H]1O)C(=O)O";"IC50";"'='";"1000.0";"nM";"6.00";"";"";"UO_0000065";"12.64";"0.25";"5.41";"3.56";"False";"CHEMBL1036409";"Inhibition of human recombinant DNMT3b2 expressed in baculovirus infected high five insect cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL6095";"DNA (cytosine-5)-methyltransferase 3B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1151871";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2009";"None";""
"CHEMBL552309";"";"0";"383.43";"0";"-0.83";"5";"Nc1ncnc2c1ccn2[C@@H]1O[C@H](CSCC[C@H](N)C(=O)O)[C@@H](O)[C@H]1O";"IC50";"'='";"300.0";"nM";"6.52";"";"";"UO_0000065";"17.01";"0.34";"7.35";"3.84";"False";"CHEMBL1036409";"Inhibition of human recombinant DNMT3b2 expressed in baculovirus infected high five insect cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL6095";"DNA (cytosine-5)-methyltransferase 3B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1151871";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2009";"None";""
"CHEMBL560105";"";"0";"502.60";"2";"1.03";"31";"NC(CCSC[C@H]1O[C@@H](n2cnc3c(NCCCc4ccccc4)ncnc32)[C@H](O)[C@@H]1O)C(=O)O";"IC50";"'='";"600.0";"nM";"6.22";"";"";"UO_0000065";"12.38";"0.24";"5.19";"3.69";"False";"CHEMBL1036409";"Inhibition of human recombinant DNMT3b2 expressed in baculovirus infected high five insect cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL6095";"DNA (cytosine-5)-methyltransferase 3B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1151871";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2009";"None";""
"CHEMBL551578";"";"0";"410.46";"1";"-1.34";"1j";"COC(=O)[C@@H]1C[C@H](SC[C@H]2O[C@@H](n3cnc4c(N)ncnc43)[C@H](O)[C@@H]2O)CN1";"Inhibition";"'='";"50.0";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL1036447";"Inhibition of human recombinant DNMT3b2 at 45 uM";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL6095";"DNA (cytosine-5)-methyltransferase 3B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1151876";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2009";"None";""
"CHEMBL564490";"";"0";"366.45";"0";"-0.53";"1i";"CN1CC[C@@H](SC[C@H]2O[C@@H](n3cnc4c(N)ncnc43)[C@H](O)[C@@H]2O)C1";"Inhibition";"'='";"32.0";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL1036447";"Inhibition of human recombinant DNMT3b2 at 45 uM";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL6095";"DNA (cytosine-5)-methyltransferase 3B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1151876";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2009";"None";""
"CHEMBL563938";"";"0";"326.38";"0";"-1.28";"14";"NCCSC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O";"IC50";"'='";"41000.0";"nM";"4.39";"";"";"UO_0000065";"13.44";"0.27";"5.67";"3.02";"False";"CHEMBL1036445";"Inhibition of human recombinant DNMT3b2";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL6095";"DNA (cytosine-5)-methyltransferase 3B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1151876";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2009";"None";""
"CHEMBL559281";"";"0";"366.45";"0";"-0.36";"11";"Nc1ncnc2c1ncn2[C@@H]1O[C@H](CS[C@@H]2CCC[C@@H]2N)[C@@H](O)[C@H]1O";"IC50";"'='";"66000.0";"nM";"4.18";"";"";"UO_0000065";"11.41";"0.23";"4.54";"2.88";"False";"CHEMBL1036445";"Inhibition of human recombinant DNMT3b2";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL6095";"DNA (cytosine-5)-methyltransferase 3B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1151876";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2009";"None";""
"CHEMBL563230";"";"0";"396.43";"1";"-1.42";"1c";"Nc1ncnc2c1ncn2[C@@H]1O[C@H](CS[C@H]2CN[C@H](C(=O)O)C2)[C@@H](O)[C@H]1O";"IC50";"'='";"54000.0";"nM";"4.27";"";"";"UO_0000065";"10.77";"0.22";"5.69";"2.53";"False";"CHEMBL1036445";"Inhibition of human recombinant DNMT3b2";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL6095";"DNA (cytosine-5)-methyltransferase 3B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1151876";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2009";"None";""
"CHEMBL555352";"";"0";"564.67";"2";"2.30";"Table 3,b";"NC(CCSC[C@H]1O[C@@H](n2cnc3c(NCCc4ccc(-c5ccccc5)cc4)ncnc32)[C@H](O)[C@@H]1O)C(=O)O";"IC50";"'='";"600.0";"nM";"6.22";"";"";"UO_0000065";"11.02";"0.21";"3.92";"3.69";"True";"CHEMBL1036447";"Inhibition of human recombinant DNMT3b2 at 45 uM";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL6095";"DNA (cytosine-5)-methyltransferase 3B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1151876";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2009";"None";""
"CHEMBL4647111";"";"0";"403.85";"0";"2.96";"10";"Cn1c(SCC(=O)Nc2ccc(Cl)c(C(=O)O)c2)nnc1-c1ccncc1";"IC50";"'='";"66800.0";"nM";"4.17";"";"";"UO_0000065";"10.34";"0.21";"1.22";"3.80";"False";"CHEMBL4606697";"Inhibition of human recombinant DNMT3B expressed in baculovirus infected insect cells using CpG site containing internally quenched hairpin oligonucleotide DNA substrate and SAM incubated for 30 mins by kinetic fluorogenic assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL6095";"DNA (cytosine-5)-methyltransferase 3B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4602737";"1";"Scientific Literature";"ACS Med Chem Lett";"2020";"None";""
"CHEMBL4647360";"";"0";"387.45";"0";"2.59";"33g";"CN(Cc1cccnc1)C(=O)CCc1cccc(-c2nc3c(N)ncnc3[nH]2)c1";"IC50";"'='";"11000.0";"nM";"4.96";"";"";"UO_0000065";"12.80";"0.23";"2.37";"4.36";"False";"CHEMBL4606697";"Inhibition of human recombinant DNMT3B expressed in baculovirus infected insect cells using CpG site containing internally quenched hairpin oligonucleotide DNA substrate and SAM incubated for 30 mins by kinetic fluorogenic assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL6095";"DNA (cytosine-5)-methyltransferase 3B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4602737";"1";"Scientific Literature";"ACS Med Chem Lett";"2020";"None";""
"CHEMBL4633225";"";"0";"407.52";"1";"5.91";"29a";"CN(Cc1ccc2cc[nH]c2c1)C(=O)CCc1cccc(-c2cc3ccccc3[nH]2)c1";"IC50";"";"";"";"";"";"Not Active";"";"";"";"";"";"False";"CHEMBL4606697";"Inhibition of human recombinant DNMT3B expressed in baculovirus infected insect cells using CpG site containing internally quenched hairpin oligonucleotide DNA substrate and SAM incubated for 30 mins by kinetic fluorogenic assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL6095";"DNA (cytosine-5)-methyltransferase 3B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4602737";"1";"Scientific Literature";"ACS Med Chem Lett";"2020";"None";""
"CHEMBL4645141";"";"0";"460.52";"0";"2.49";"33h";"CN(Cc1nc2ccsc2c(=O)[nH]1)C(=O)CCc1cccc(-c2nc3c(N)ncnc3[nH]2)c1";"IC50";"'='";"4800.0";"nM";"5.32";"";"";"UO_0000065";"11.55";"0.22";"2.83";"3.63";"False";"CHEMBL4606699";"Inhibition of human recombinant DNMT3B expressed in baculovirus infected insect cells by DRONE assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL6095";"DNA (cytosine-5)-methyltransferase 3B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4602737";"1";"Scientific Literature";"ACS Med Chem Lett";"2020";"None";""
"CHEMBL2106789";"NANAFROCIN";"0";"302.28";"0";"1.72";"23";"C[C@@H]1O[C@@H](CC(=O)O)CC2=C1C(=O)c1c(O)cccc1C2=O";"IC50";"'='";"500.0";"nM";"6.30";"";"";"UO_0000065";"20.85";"0.39";"4.58";"6.24";"True";"CHEMBL3418014";"Inhibition of His6-tagged human recombinant DNMT3b expressed in insect Sf9 cells assessed as reduction in DNA methyltransferase activity using 5'-biotinylated 45-bp unmethylated or hemimethylated oligonucleotide substrates and [3H]-AdoMet by liquid scintillation counting method";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"Sf9";"None";"";"";"";"CHEMBL6095";"DNA (cytosine-5)-methyltransferase 3B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3414469";"1";"Scientific Literature";"J. Med. Chem.";"2015";"CHEMBL3308860";""
"CHEMBL2336409";"";"0";"461.53";"1";"5.65";"7, SGI1027";"Cc1cc(Nc2ccc(NC(=O)c3ccc(Nc4ccnc5ccccc45)cc3)cc2)nc(N)n1";"IC50";"'='";"7500.0";"nM";"5.12";"";"";"UO_0000065";"11.10";"0.20";"-0.53";"4.35";"False";"CHEMBL3418014";"Inhibition of His6-tagged human recombinant DNMT3b expressed in insect Sf9 cells assessed as reduction in DNA methyltransferase activity using 5'-biotinylated 45-bp unmethylated or hemimethylated oligonucleotide substrates and [3H]-AdoMet by liquid scintillation counting method";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"Sf9";"None";"";"";"";"CHEMBL6095";"DNA (cytosine-5)-methyltransferase 3B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3414469";"1";"Scientific Literature";"J. Med. Chem.";"2015";"CHEMBL3308860";""
"CHEMBL4632355";"";"0";"383.43";"0";"3.26";"7";"Cc1nccc(-c2cccc(NS(=O)(=O)c3cc(C(=O)O)ccc3C)c2)n1";"IC50";"'='";"72300.0";"nM";"4.14";"";"";"UO_0000065";"10.80";"0.21";"0.88";"3.79";"False";"CHEMBL4606697";"Inhibition of human recombinant DNMT3B expressed in baculovirus infected insect cells using CpG site containing internally quenched hairpin oligonucleotide DNA substrate and SAM incubated for 30 mins by kinetic fluorogenic assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL6095";"DNA (cytosine-5)-methyltransferase 3B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4602737";"1";"Scientific Literature";"ACS Med Chem Lett";"2020";"None";""
"CHEMBL4640870";"";"0";"458.59";"0";"2.20";"12";"O=C(CSc1ncnc2sccc12)N1CCN(Cc2cc(=O)n3ccsc3n2)CC1";"IC50";"'='";"13500.0";"nM";"4.87";"";"";"UO_0000065";"10.62";"0.22";"2.67";"5.82";"False";"CHEMBL4606697";"Inhibition of human recombinant DNMT3B expressed in baculovirus infected insect cells using CpG site containing internally quenched hairpin oligonucleotide DNA substrate and SAM incubated for 30 mins by kinetic fluorogenic assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL6095";"DNA (cytosine-5)-methyltransferase 3B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4602737";"1";"Scientific Literature";"ACS Med Chem Lett";"2020";"None";""
"CHEMBL4642377";"";"0";"388.47";"0";"3.49";"13";"C[C@@H](NC(=O)c1cccc(CN2CCCC2=O)c1)c1ccc(-n2ccnc2)cc1";"IC50";"'='";"37200.0";"nM";"4.43";"";"";"UO_0000065";"11.40";"0.21";"0.94";"6.59";"False";"CHEMBL4606697";"Inhibition of human recombinant DNMT3B expressed in baculovirus infected insect cells using CpG site containing internally quenched hairpin oligonucleotide DNA substrate and SAM incubated for 30 mins by kinetic fluorogenic assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL6095";"DNA (cytosine-5)-methyltransferase 3B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4602737";"1";"Scientific Literature";"ACS Med Chem Lett";"2020";"None";""
"CHEMBL4637965";"";"0";"425.50";"0";"3.67";"33a";"CN(Cc1ccc2cc[nH]c2c1)C(=O)CCc1cccc(-c2nc3c(N)ncnc3[nH]2)c1";"IC50";"'='";"45000.0";"nM";"4.35";"";"";"UO_0000065";"10.22";"0.19";"0.68";"3.73";"False";"CHEMBL4606697";"Inhibition of human recombinant DNMT3B expressed in baculovirus infected insect cells using CpG site containing internally quenched hairpin oligonucleotide DNA substrate and SAM incubated for 30 mins by kinetic fluorogenic assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL6095";"DNA (cytosine-5)-methyltransferase 3B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4602737";"1";"Scientific Literature";"ACS Med Chem Lett";"2020";"None";""
"CHEMBL4637495";"";"0";"395.47";"0";"4.36";"32d";"O=C(CCc1cccc(-c2nc3ccccc3[nH]2)c1)NCc1ccc2[nH]ncc2c1";"IC50";"";"";"";"";"";"Not Active";"";"";"";"";"";"False";"CHEMBL4606697";"Inhibition of human recombinant DNMT3B expressed in baculovirus infected insect cells using CpG site containing internally quenched hairpin oligonucleotide DNA substrate and SAM incubated for 30 mins by kinetic fluorogenic assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL6095";"DNA (cytosine-5)-methyltransferase 3B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4602737";"1";"Scientific Literature";"ACS Med Chem Lett";"2020";"None";""
"CHEMBL4636284";"";"0";"408.51";"1";"5.30";"32c";"CN(Cc1ccc2[nH]ccc2c1)C(=O)CCc1cccc(-c2nc3ccccc3[nH]2)c1";"IC50";"";"";"";"";"";"Not Active";"";"";"";"";"";"False";"CHEMBL4606697";"Inhibition of human recombinant DNMT3B expressed in baculovirus infected insect cells using CpG site containing internally quenched hairpin oligonucleotide DNA substrate and SAM incubated for 30 mins by kinetic fluorogenic assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL6095";"DNA (cytosine-5)-methyltransferase 3B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4602737";"1";"Scientific Literature";"ACS Med Chem Lett";"2020";"None";""
"CHEMBL2106789";"NANAFROCIN";"0";"302.28";"0";"1.72";"Nanaomycin A";"C[C@@H]1O[C@@H](CC(=O)O)CC2=C1C(=O)c1c(O)cccc1C2=O";"IC50";"'='";"500.0";"nM";"6.30";"";"";"UO_0000065";"20.85";"0.39";"4.58";"6.24";"False";"CHEMBL4606694";"Inhibition of human DNMT3B using [3H]-SAM";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL6095";"DNA (cytosine-5)-methyltransferase 3B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4602737";"1";"Scientific Literature";"ACS Med Chem Lett";"2020";"None";""
