"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties"
"CHEMBL4204903";"";"0";"516.69";"2";"5.57";"48";"COc1cc2c(NC3CC4(CCN(C)CC4)C3)cc(-c3ccc(C)o3)nc2cc1OC1CC2(C1)CN(C)C2";"IC50";"'='";"250.0";"nM";"6.60";"";"";"UO_0000065";"12.78";"0.24";"1.03";"10.48";"False";"CHEMBL4195563";"Inhibition of human DNMT1 using polydeoxyinosine polydeoxycytosine DNA as substrate after 15 mins in presence of SAM by TR-FRET assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1993";"DNA (cytosine-5)-methyltransferase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4190398";"1";"Scientific Literature";"J Med Chem";"2018";"None";""
"CHEMBL1231795";"";"0";"509.74";"2";"5.84";"1; UNC-0638";"COc1cc2c(NC3CCN(C(C)C)CC3)nc(C3CCCCC3)nc2cc1OCCCN1CCCC1";"IC50";"'='";"2010.0";"nM";"5.70";"";"";"UO_0000065";"11.18";"0.21";"-0.14";"9.08";"False";"CHEMBL4195563";"Inhibition of human DNMT1 using polydeoxyinosine polydeoxycytosine DNA as substrate after 15 mins in presence of SAM by TR-FRET assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1993";"DNA (cytosine-5)-methyltransferase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4190398";"1";"Scientific Literature";"J Med Chem";"2018";"None";""
"CHEMBL4213346";"";"0";"518.70";"2";"5.82";"46";"COc1cc2c(NC3CC4(CCN(C)CC4)C3)cc(-c3ccc(C)o3)nc2cc1OCC1CCN(C)CC1";"IC50";"'='";"200.0";"nM";"6.70";"";"";"UO_0000065";"12.91";"0.24";"0.88";"10.63";"False";"CHEMBL4195563";"Inhibition of human DNMT1 using polydeoxyinosine polydeoxycytosine DNA as substrate after 15 mins in presence of SAM by TR-FRET assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1993";"DNA (cytosine-5)-methyltransferase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4190398";"1";"Scientific Literature";"J Med Chem";"2018";"None";""
"CHEMBL2171169";"";"0";"540.67";"1";"2.25";"FED1";"CC(C)N(CCCNC(=O)Nc1ccc(C(C)(C)C)cc1)C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O";"IC50";"'='";"2.9";"nM";"8.54";"";"";"UO_0000065";"15.79";"0.30";"6.29";"5.22";"False";"CHEMBL4479553";"Inhibition of DNMT1 (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1993";"DNA (cytosine-5)-methyltransferase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4477246";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2016";"None";""
"CHEMBL2336409";"";"0";"461.53";"1";"5.65";"10; SGI-1027";"Cc1cc(Nc2ccc(NC(=O)c3ccc(Nc4ccnc5ccccc45)cc3)cc2)nc(N)n1";"IC50";"'='";"3550.0";"nM";"5.45";"";"";"UO_0000065";"11.81";"0.21";"-0.20";"4.62";"False";"CHEMBL4137467";"Inhibition of human DNMT1 using polydeoxyinosine polydeoxycytosine DNA as substrate after 15 mins in presence of SAM by TR-FRET assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1993";"DNA (cytosine-5)-methyltransferase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4130634";"1";"Scientific Literature";"J Med Chem";"2018";"None";""
"CHEMBL4171275";"";"0";"428.58";"0";"3.62";"23e";"COc1cc(NC2CCN(C)CC2)c2cc(OC)c(OCCCN3CCCC3)cc2n1";"IC50";"'='";"2290.0";"nM";"5.64";"";"";"UO_0000065";"13.16";"0.25";"2.02";"9.55";"False";"CHEMBL4137467";"Inhibition of human DNMT1 using polydeoxyinosine polydeoxycytosine DNA as substrate after 15 mins in presence of SAM by TR-FRET assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1993";"DNA (cytosine-5)-methyltransferase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4130634";"1";"Scientific Literature";"J Med Chem";"2018";"None";""
"CHEMBL4161915";"";"0";"478.64";"0";"4.01";"23o";"COc1cc2c(NC3CCN(C)CC3)cc(-c3ccn(C)n3)nc2cc1OCCCN1CCCC1";"IC50";"'='";"969.0";"nM";"6.01";"";"";"UO_0000065";"12.56";"0.23";"2.00";"8.89";"False";"CHEMBL4137467";"Inhibition of human DNMT1 using polydeoxyinosine polydeoxycytosine DNA as substrate after 15 mins in presence of SAM by TR-FRET assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1993";"DNA (cytosine-5)-methyltransferase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4130634";"1";"Scientific Literature";"J Med Chem";"2018";"None";""
"CHEMBL4160008";"";"0";"492.66";"1";"5.44";"34a";"CCc1ccc(-c2cc(NC3CCN(C)CC3)c3cc(OC)c(OCCCN4CCCC4)cc3n2)o1";"IC50";"'='";"234.0";"nM";"6.63";"";"";"UO_0000065";"13.46";"0.25";"1.19";"10.53";"True";"CHEMBL4137467";"Inhibition of human DNMT1 using polydeoxyinosine polydeoxycytosine DNA as substrate after 15 mins in presence of SAM by TR-FRET assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1993";"DNA (cytosine-5)-methyltransferase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4130634";"1";"Scientific Literature";"J Med Chem";"2018";"None";""
"CHEMBL4162967";"";"0";"496.70";"0";"3.37";"23c";"COc1cc2c(NC3CCN(C)CC3)cc(N3CCN(C)CC3)nc2cc1OCCCN1CCCC1";"IC50";"'='";"945.0";"nM";"6.03";"";"";"UO_0000065";"12.13";"0.23";"2.65";"10.69";"False";"CHEMBL4137467";"Inhibition of human DNMT1 using polydeoxyinosine polydeoxycytosine DNA as substrate after 15 mins in presence of SAM by TR-FRET assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1993";"DNA (cytosine-5)-methyltransferase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4130634";"1";"Scientific Literature";"J Med Chem";"2018";"None";""
"CHEMBL4170225";"";"0";"477.65";"0";"4.92";"23m";"COc1cc2c(NC3CCN(C)CC3)cc(-c3ccc(C)[nH]3)nc2cc1OCCCN1CCCC1";"IC50";"'='";"232.0";"nM";"6.63";"";"";"UO_0000065";"13.89";"0.26";"1.71";"10.11";"False";"CHEMBL4137467";"Inhibition of human DNMT1 using polydeoxyinosine polydeoxycytosine DNA as substrate after 15 mins in presence of SAM by TR-FRET assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1993";"DNA (cytosine-5)-methyltransferase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4130634";"1";"Scientific Literature";"J Med Chem";"2018";"None";""
"CHEMBL555352";"";"0";"564.67";"2";"2.30";"Table 3,b";"NC(CCSC[C@H]1O[C@@H](n2cnc3c(NCCc4ccc(-c5ccccc5)cc4)ncnc32)[C@H](O)[C@@H]1O)C(=O)O";"IC50";"'='";"5400.0";"nM";"5.27";"";"";"UO_0000065";"9.33";"0.18";"2.97";"3.12";"True";"CHEMBL1036444";"Inhibition of human recombinant DNMT1";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1993";"DNA (cytosine-5)-methyltransferase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1151876";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2009";"None";""
"CHEMBL4092336";"";"0";"371.42";"0";"3.09";"17";"COC(=O)c1ccccc1NC(=O)CSc1nc2cc(OC)ccc2[nH]1";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL4013555";"Inhibition of DNMT1 (unknown origin) using poly(dI-DC) as substrate preincubated for 15 mins followed by substrate/ [3H]-SAM addition measured after 120 mins";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1993";"DNA (cytosine-5)-methyltransferase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4011642";"1";"Scientific Literature";"J Med Chem";"2017";"None";""
"CHEMBL640";"PROCAINAMIDE";"4";"235.33";"0";"1.34";"8";"CCN(CC)CCNC(=O)c1ccc(N)cc1";"IC50";"'>'";"500000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"False";"CHEMBL3418012";"Inhibition of His6-tagged human recombinant DNMT1 expressed in insect Sf9 cells assessed as reduction in DNA methyltransferase activity using 5'-biotinylated 45-bp unmethylated or hemimethylated oligonucleotide substrates and [3H]-AdoMet by liquid scintillation counting method";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"Sf9";"None";"";"";"";"CHEMBL1993";"DNA (cytosine-5)-methyltransferase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3414469";"1";"Scientific Literature";"J. Med. Chem.";"2015";"CHEMBL3308860";""
"CHEMBL3126646";"";"0";"461.53";"1";"5.65";"14";"Cc1cc(Nc2cccc(NC(=O)c3cccc(Nc4ccnc5ccccc45)c3)c2)nc(N)n1";"IC50";"'='";"9000.0";"nM";"5.05";"";"";"UO_0000065";"10.93";"0.20";"-0.60";"4.28";"False";"CHEMBL3418012";"Inhibition of His6-tagged human recombinant DNMT1 expressed in insect Sf9 cells assessed as reduction in DNA methyltransferase activity using 5'-biotinylated 45-bp unmethylated or hemimethylated oligonucleotide substrates and [3H]-AdoMet by liquid scintillation counting method";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"Sf9";"None";"";"";"";"CHEMBL1993";"DNA (cytosine-5)-methyltransferase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3414469";"1";"Scientific Literature";"J. Med. Chem.";"2015";"CHEMBL3308860";""
"CHEMBL2336409";"";"0";"461.53";"1";"5.65";"7, SGI1027";"Cc1cc(Nc2ccc(NC(=O)c3ccc(Nc4ccnc5ccccc45)cc3)cc2)nc(N)n1";"IC50";"'='";"6000.0";"nM";"5.22";"";"";"UO_0000065";"11.31";"0.20";"-0.43";"4.43";"True";"CHEMBL3418012";"Inhibition of His6-tagged human recombinant DNMT1 expressed in insect Sf9 cells assessed as reduction in DNA methyltransferase activity using 5'-biotinylated 45-bp unmethylated or hemimethylated oligonucleotide substrates and [3H]-AdoMet by liquid scintillation counting method";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"Sf9";"None";"";"";"";"CHEMBL1993";"DNA (cytosine-5)-methyltransferase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3414469";"1";"Scientific Literature";"J. Med. Chem.";"2015";"CHEMBL3308860";""
"CHEMBL564490";"";"0";"366.45";"0";"-0.53";"1i";"CN1CC[C@@H](SC[C@H]2O[C@@H](n3cnc4c(N)ncnc43)[C@H](O)[C@@H]2O)C1";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL1036444";"Inhibition of human recombinant DNMT1";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1993";"DNA (cytosine-5)-methyltransferase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1151876";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2009";"None";""
"CHEMBL551100";"";"0";"352.42";"0";"-0.88";"1e";"Nc1ncnc2c1ncn2[C@@H]1O[C@H](CS[C@H]2CCNC2)[C@@H](O)[C@H]1O";"IC50";"'='";"44000.0";"nM";"4.36";"";"";"UO_0000065";"12.36";"0.25";"5.24";"3.32";"False";"CHEMBL1036444";"Inhibition of human recombinant DNMT1";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1993";"DNA (cytosine-5)-methyltransferase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1151876";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2009";"None";""
"CHEMBL3087498";"";"0";"618.58";"1";"3.61";"SGC0946";"CC(C)N(CCCNC(=O)Nc1ccc(C(C)(C)C)cc1)C[C@H]1O[C@@H](n2cc(Br)c3c(N)ncnc32)[C@H](O)[C@@H]1O";"IC50";"'='";"0.3";"nM";"9.52";"";"";"UO_0000065";"15.39";"0.33";"5.91";"6.32";"False";"CHEMBL4479553";"Inhibition of DNMT1 (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1993";"DNA (cytosine-5)-methyltransferase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4477246";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2016";"None";""
"CHEMBL4173668";"";"0";"478.68";"1";"5.57";"23b";"COc1cc2c(NC3CCN(C)CC3)cc(C3=CCCCC3)nc2cc1OCCCN1CCCC1";"IC50";"'='";"494.0";"nM";"6.31";"";"";"UO_0000065";"13.17";"0.25";"0.74";"12.65";"False";"CHEMBL4137467";"Inhibition of human DNMT1 using polydeoxyinosine polydeoxycytosine DNA as substrate after 15 mins in presence of SAM by TR-FRET assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1993";"DNA (cytosine-5)-methyltransferase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4130634";"1";"Scientific Literature";"J Med Chem";"2018";"None";""
"CHEMBL4177036";"";"0";"480.65";"0";"4.42";"23p";"COc1cc2c(NC3CCN(C)CC3)cc(C3=CCOCC3)nc2cc1OCCCN1CCCC1";"IC50";"'='";"957.0";"nM";"6.02";"";"";"UO_0000065";"12.52";"0.23";"1.60";"10.19";"False";"CHEMBL4137467";"Inhibition of human DNMT1 using polydeoxyinosine polydeoxycytosine DNA as substrate after 15 mins in presence of SAM by TR-FRET assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1993";"DNA (cytosine-5)-methyltransferase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4130634";"1";"Scientific Literature";"J Med Chem";"2018";"None";""
"CHEMBL4176464";"";"0";"518.70";"2";"5.97";"39d";"CCc1ccc(-c2cc(NC3CCN(C4CC4)CC3)c3cc(OC)c(OCCCN4CCCC4)cc3n2)o1";"IC50";"'='";"274.0";"nM";"6.56";"";"";"UO_0000065";"12.65";"0.24";"0.59";"10.42";"False";"CHEMBL4137467";"Inhibition of human DNMT1 using polydeoxyinosine polydeoxycytosine DNA as substrate after 15 mins in presence of SAM by TR-FRET assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1993";"DNA (cytosine-5)-methyltransferase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4130634";"1";"Scientific Literature";"J Med Chem";"2018";"None";""
"CHEMBL3414632";"";"0";"521.43";"2";"2.03";"18";"CC(=O)NCCc1ccc(O)c(-c2cc3c(c(O)c2O)C(=O)c2cc(O)c(C(=O)O)c(C(=O)O)c2C3=O)c1";"IC50";"'='";"19000.0";"nM";"4.72";"";"";"UO_0000065";"9.05";"0.17";"2.69";"2.16";"False";"CHEMBL3418012";"Inhibition of His6-tagged human recombinant DNMT1 expressed in insect Sf9 cells assessed as reduction in DNA methyltransferase activity using 5'-biotinylated 45-bp unmethylated or hemimethylated oligonucleotide substrates and [3H]-AdoMet by liquid scintillation counting method";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"Sf9";"None";"";"";"";"CHEMBL1993";"DNA (cytosine-5)-methyltransferase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3414469";"1";"Scientific Literature";"J. Med. Chem.";"2015";"CHEMBL3308860";""
"CHEMBL1231795";"";"0";"509.74";"2";"5.84";"3; UNC-0638";"COc1cc2c(NC3CCN(C(C)C)CC3)nc(C3CCCCC3)nc2cc1OCCCN1CCCC1";"IC50";"'='";"2010.0";"nM";"5.70";"";"";"UO_0000065";"11.18";"0.21";"-0.14";"9.08";"True";"CHEMBL4137467";"Inhibition of human DNMT1 using polydeoxyinosine polydeoxycytosine DNA as substrate after 15 mins in presence of SAM by TR-FRET assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1993";"DNA (cytosine-5)-methyltransferase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4130634";"1";"Scientific Literature";"J Med Chem";"2018";"None";""
"CHEMBL1231795";"";"0";"509.74";"2";"5.84";"3; UNC-0638";"COc1cc2c(NC3CCN(C(C)C)CC3)nc(C3CCCCC3)nc2cc1OCCCN1CCCC1";"IC50";"'='";"1287.0";"nM";"5.89";"";"";"UO_0000065";"11.56";"0.22";"0.05";"9.39";"False";"CHEMBL4137518";"Inhibition of DNMT1 (unknown origin) by radioactive methyl transfer assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1993";"DNA (cytosine-5)-methyltransferase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4130634";"1";"Scientific Literature";"J Med Chem";"2018";"None";""
"CHEMBL569864";"";"0";"490.65";"0";"3.87";"1; BIX-01294";"COc1cc2nc(N3CCCN(C)CC3)nc(NC3CCN(Cc4ccccc4)CC3)c2cc1OC";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL4137467";"Inhibition of human DNMT1 using polydeoxyinosine polydeoxycytosine DNA as substrate after 15 mins in presence of SAM by TR-FRET assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1993";"DNA (cytosine-5)-methyltransferase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4130634";"1";"Scientific Literature";"J Med Chem";"2018";"None";""
"CHEMBL2441082";"";"0";"546.71";"2";"5.02";"4; UNC-0642";"COc1cc2c(NC3CCN(C(C)C)CC3)nc(N3CCC(F)(F)CC3)nc2cc1OCCCN1CCCC1";"IC50";"'>'";"50000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL4137467";"Inhibition of human DNMT1 using polydeoxyinosine polydeoxycytosine DNA as substrate after 15 mins in presence of SAM by TR-FRET assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1993";"DNA (cytosine-5)-methyltransferase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4130634";"1";"Scientific Literature";"J Med Chem";"2018";"None";""
"CHEMBL1201129";"DECITABINE";"4";"228.21";"0";"-2.14";"8";"Nc1ncn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)n1";"IC50";"'='";"30.0";"nM";"7.52";"";"";"UO_0000065";"32.96";"0.64";"9.66";"6.09";"False";"CHEMBL4137467";"Inhibition of human DNMT1 using polydeoxyinosine polydeoxycytosine DNA as substrate after 15 mins in presence of SAM by TR-FRET assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1993";"DNA (cytosine-5)-methyltransferase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4130634";"1";"Scientific Literature";"J Med Chem";"2018";"None";""
"CHEMBL4164497";"";"0";"475.64";"0";"4.68";"23i";"COc1cc2c(NC3CCN(C)CC3)cc(-c3cccnc3)nc2cc1OCCCN1CCCC1";"IC50";"'='";"1410.0";"nM";"5.85";"";"";"UO_0000065";"12.30";"0.23";"1.17";"9.32";"False";"CHEMBL4137467";"Inhibition of human DNMT1 using polydeoxyinosine polydeoxycytosine DNA as substrate after 15 mins in presence of SAM by TR-FRET assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1993";"DNA (cytosine-5)-methyltransferase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4130634";"1";"Scientific Literature";"J Med Chem";"2018";"None";""
"CHEMBL4163329";"";"0";"464.61";"0";"4.84";"38a";"COc1cc2c(NC3CCNCC3)cc(-c3ccc(C)o3)nc2cc1OCCCN1CCCC1";"IC50";"'='";"137.0";"nM";"6.86";"";"";"UO_0000065";"14.77";"0.28";"2.02";"9.56";"False";"CHEMBL4137467";"Inhibition of human DNMT1 using polydeoxyinosine polydeoxycytosine DNA as substrate after 15 mins in presence of SAM by TR-FRET assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1993";"DNA (cytosine-5)-methyltransferase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4130634";"1";"Scientific Literature";"J Med Chem";"2018";"None";""
"CHEMBL4171233";"";"0";"506.69";"2";"5.96";"39a";"COc1cc2c(NC3CCN(C(C)C)CC3)cc(-c3ccc(C)o3)nc2cc1OCCCN1CCCC1";"IC50";"'='";"231.0";"nM";"6.64";"";"";"UO_0000065";"13.10";"0.24";"0.68";"10.53";"False";"CHEMBL4137467";"Inhibition of human DNMT1 using polydeoxyinosine polydeoxycytosine DNA as substrate after 15 mins in presence of SAM by TR-FRET assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1993";"DNA (cytosine-5)-methyltransferase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4130634";"1";"Scientific Literature";"J Med Chem";"2018";"None";""
"CHEMBL4173626";"";"0";"520.72";"2";"6.22";"39b";"CCc1ccc(-c2cc(NC3CCN(C(C)C)CC3)c3cc(OC)c(OCCCN4CCCC4)cc3n2)o1";"IC50";"'='";"284.0";"nM";"6.55";"";"";"UO_0000065";"12.57";"0.24";"0.33";"10.39";"False";"CHEMBL4137467";"Inhibition of human DNMT1 using polydeoxyinosine polydeoxycytosine DNA as substrate after 15 mins in presence of SAM by TR-FRET assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1993";"DNA (cytosine-5)-methyltransferase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4130634";"1";"Scientific Literature";"J Med Chem";"2018";"None";""
"CHEMBL4160008";"";"0";"492.66";"1";"5.44";"6";"CCc1ccc(-c2cc(NC3CCN(C)CC3)c3cc(OC)c(OCCCN4CCCC4)cc3n2)o1";"IC50";"'='";"234.0";"nM";"6.63";"";"";"UO_0000065";"13.46";"0.25";"1.19";"10.53";"False";"CHEMBL4195563";"Inhibition of human DNMT1 using polydeoxyinosine polydeoxycytosine DNA as substrate after 15 mins in presence of SAM by TR-FRET assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1993";"DNA (cytosine-5)-methyltransferase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4190398";"1";"Scientific Literature";"J Med Chem";"2018";"None";""
"CHEMBL4211688";"";"0";"532.73";"2";"5.93";"25";"CCc1ccc(-c2cc(NCC3C4CCC3CN(C)C4)c3cc(OC)c(OCCCN4CCCC4)cc3n2)o1";"IC50";"'='";"80.0";"nM";"7.10";"";"";"UO_0000065";"13.32";"0.25";"1.17";"11.26";"False";"CHEMBL4195563";"Inhibition of human DNMT1 using polydeoxyinosine polydeoxycytosine DNA as substrate after 15 mins in presence of SAM by TR-FRET assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1993";"DNA (cytosine-5)-methyltransferase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4190398";"1";"Scientific Literature";"J Med Chem";"2018";"None";""
"CHEMBL4210955";"";"0";"448.61";"1";"5.17";"29";"Cc1ccc(-c2cc(NC3CCN(C)CC3)c3ccc(OCCCN4CCCC4)cc3n2)o1";"IC50";"'='";"950.0";"nM";"6.02";"";"";"UO_0000065";"13.42";"0.25";"0.85";"11.20";"False";"CHEMBL4195563";"Inhibition of human DNMT1 using polydeoxyinosine polydeoxycytosine DNA as substrate after 15 mins in presence of SAM by TR-FRET assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1993";"DNA (cytosine-5)-methyltransferase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4190398";"1";"Scientific Literature";"J Med Chem";"2018";"None";""
"CHEMBL4208010";"";"0";"464.61";"0";"4.70";"40";"COc1cc2c(NC3CCN(C)CC3)cc(-c3ccc(C)o3)nc2cc1OCC1CCNCC1";"IC50";"'='";"73.0";"nM";"7.14";"";"";"UO_0000065";"15.36";"0.29";"2.44";"9.94";"False";"CHEMBL4195563";"Inhibition of human DNMT1 using polydeoxyinosine polydeoxycytosine DNA as substrate after 15 mins in presence of SAM by TR-FRET assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1993";"DNA (cytosine-5)-methyltransferase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4190398";"1";"Scientific Literature";"J Med Chem";"2018";"None";""
"CHEMBL3109078";"";"0";"348.40";"0";"3.33";"17 (2R,3S)";"O=C(O)[C@H]1[C@@H](Cc2c[nH]c3ccccc23)CCN1C(=O)c1ccccc1";"IC50";"'='";"73000.0";"nM";"4.14";"";"";"UO_0000065";"11.87";"0.22";"0.81";"5.64";"False";"CHEMBL3111348";"Inhibition of human recombinant DNMT1 expressed in H19 cells assessed as inhibition of tritiated methyl incorporation from [3H]-labeled AdoMet into hemimethylated DNA duplex after 2 hrs by liquid scintillation counting analysis";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"H19";"None";"";"";"";"CHEMBL1993";"DNA (cytosine-5)-methyltransferase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3108732";"1";"Scientific Literature";"J. Med. Chem.";"2014";"None";""
"CHEMBL4203933";"";"0";"532.73";"2";"6.22";"21";"CCc1ccc(-c2cc(NC3CCC34CCN(C)CC4)c3cc(OC)c(OCCCN4CCCC4)cc3n2)o1";"IC50";"'='";"316.23";"nM";"6.50";"";"";"UO_0000065";"12.20";"0.23";"0.28";"10.32";"False";"CHEMBL4195563";"Inhibition of human DNMT1 using polydeoxyinosine polydeoxycytosine DNA as substrate after 15 mins in presence of SAM by TR-FRET assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1993";"DNA (cytosine-5)-methyltransferase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4190398";"1";"Scientific Literature";"J Med Chem";"2018";"None";""
